UserInfoID;UserID;Country;City;PostCode;HPhone;MPhone
"7160";"7161";"US";"Frankfort";"5070";"4601120970";"3598630860"
"7261";"7262";"US";"Helena";"9245";"6935540248";"3037110710"
"7362";"7363";"US";"Oklahoma City";"4461";"0559190772";"2442170325"
"7463";"7464";"US";"Montpelier";"9473";"8304320217";"5653090174"
"7564";"7565";"US";"Lansing";"4885";"3216410634";"6539140463"
"7665";"7666";"US";"Little Rock";"4441";"8646070146";"7345020272"
"7766";"7767";"US";"Des Moines";"8110";"8156270706";"0711050389"
"7867";"7868";"US";"Saint Paul";"6458";"8646100088";"0068210589"
"7968";"7969";"US";"Little Rock";"1029";"2855260553";"5310340397"
"8069";"8070";"US";"Jefferson City";"7748";"9925390845";"3708350585"
"8170";"8171";"US";"Harrisburg";"3565";"5167540457";"7473890938"
"8271";"8272";"US";"Little Rock";"3834";"2606980340";"3342320056"
"8372";"8373";"US";"Santa Fe";"1169";"6429370479";"0487360200"
"8473";"8474";"US";"Topeka";"2760";"0064790009";"6922330468"
"8574";"8575";"US";"Little Rock";"9392";"3968470804";"6125340807"
"8675";"8676";"US";"Baton Rouge";"6648";"5669770708";"8528330643"
"8776";"8777";"US";"Jefferson City";"5043";"8373250840";"5022340131"
"8877";"8878";"US";"Salt Lake City";"6076";"6638410643";"2013830319"
"8978";"8979";"US";"Indianapolis";"7426";"0236920603";"0009600717"
"9079";"9080";"US";"Des Moines";"9802";"9958770822";"0389940067"
"9180";"9181";"US";"Montpelier";"8162";"1391510859";"7492680317"
"9281";"9282";"US";"Bismarck";"6309";"5338700522";"5432770072"
"9382";"9383";"US";"Little Rock";"6090";"5936760539";"1844940047"
"9483";"9484";"US";"Columbus";"5688";"0291590275";"3049220282"
"9584";"9585";"US";"Concord";"7755";"5578850929";"7761780147"
"9685";"9686";"US";"Topeka";"4353";"2254450880";"8935950408"
"9786";"9787";"US";"Bismarck";"6971";"4724080119";"5670720859"
"9887";"9888";"US";"Springfield";"3081";"2763360926";"9946790307"
"9988";"9989";"US";"Augusta";"1975";"0112390233";"5122320920"
"10089";"10090";"US";"Trenton";"1894";"8731330342";"5813440208"
"10190";"10191";"US";"Austin";"9651";"9915770920";"1216860163"
"10291";"10292";"US";"Carson City";"3268";"5783520461";"6454420315"
"10392";"10393";"US";"Salt Lake City";"9347";"7526580619";"8991960738"
"10493";"10494";"US";"Montpelier";"1172";"8654880109";"9757470265"
"10594";"10595";"US";"Pierre";"9772";"4860690090";"0885860439"
"10695";"10696";"US";"Little Rock";"5444";"3665100206";"4880150958"
"10796";"10797";"US";"Richmond";"9467";"0280590719";"2101650652"
"10897";"10898";"US";"Des Moines";"6995";"8266040395";"6103820241"
"10998";"10999";"US";"Annapolis";"8371";"5983290088";"9137290409"
"11099";"11100";"US";"Indianapolis";"5347";"2666470182";"2075930959"
"11200";"11201";"US";"Concord";"2955";"0068210321";"6126360060"
"11301";"11302";"US";"Montpelier";"4002";"8489190106";"5675650873"
"11402";"11403";"US";"Boise";"5449";"8129810688";"4414800056"
"11503";"11504";"US";"Bismarck";"5144";"9565600417";"9377750936"
"11604";"11605";"US";"Bismarck";"1650";"9390250994";"9898310348"
"11705";"11706";"US";"Juneau";"8172";"9722610782";"1039920434"
"11806";"11807";"US";"Topeka";"4800";"2536840222";"3595640895"
"11907";"11908";"US";"Raleigh";"7568";"2736880506";"5288260492"
"12008";"12009";"US";"Olympia";"3066";"5869400957";"0062740790"
"12109";"12110";"US";"Helena";"3592";"9201550775";"5346240440"
"12210";"12211";"US";"Tallahassee";"3083";"7302520077";"8902630495"
"12311";"12312";"US";"Santa Fe";"3312";"5690300418";"0411870546"
"12412";"12413";"US";"Bismarck";"3091";"8797660205";"4266180691"
"12513";"12514";"US";"Lansing";"7467";"0763740686";"3588260608"
"12614";"12615";"US";"Frankfort";"8150";"0310180444";"7328680245"
"12715";"12716";"US";"Richmond";"5659";"3193300558";"5112450914"
"12816";"12817";"US";"Annapolis";"1934";"8466210874";"6807180783"
"12917";"12918";"US";"Columbus";"2382";"7187380053";"6427570062"
"13018";"13019";"US";"Carson City";"5617";"4634450316";"2513770381"
"13119";"13120";"US";"Austin";"6374";"9724980076";"9443370144"
"13220";"13221";"US";"Richmond";"3328";"7747810872";"6829540870"
"13321";"13322";"US";"Trenton";"5815";"4971680278";"6500010794"
"13422";"13423";"US";"Carson City";"8696";"6509950730";"9254490251"
"13523";"13524";"US";"Jackson";"5841";"0672930428";"5770200599"
"13624";"13625";"US";"Tallahassee";"6978";"6331690743";"8978130725"
"13725";"13726";"US";"Jackson";"6902";"1729870819";"7194630372"
"13826";"13827";"US";"Salem";"2264";"5762370271";"0376020837"
"13927";"13928";"US";"Bismarck";"9448";"5782410181";"3845790789"
"14028";"14029";"US";"Springfield";"3265";"7450950797";"6607060233"
"14129";"14130";"US";"Indianapolis";"4446";"5904740620";"3935000893"
"14230";"14231";"US";"Springfield";"6189";"8782170812";"6156620528"
"14331";"14332";"US";"Augusta";"8231";"5308210077";"8247900954"
"14432";"14433";"US";"Nashville";"6192";"6992440472";"7410500790"
"14533";"14534";"US";"Trenton";"2185";"9156610799";"8043120199"
"14634";"14635";"US";"Lincoln";"5911";"3900700517";"6254670138"
"14735";"14736";"US";"Honolulu";"6754";"8508830341";"8559360899"
"14836";"14837";"US";"Dover";"7587";"5219150967";"1635890946"
"14937";"14938";"US";"Bismarck";"6296";"1163890578";"2955780327"
"15038";"15039";"US";"Providence";"2259";"9378830084";"4158120175"
"15139";"15140";"US";"Carson City";"8254";"4773340242";"1810670074"
"15240";"15241";"US";"Juneau";"5551";"0985130106";"2709720301"
"15341";"15342";"US";"Juneau";"7169";"6886090473";"3093480225"
"15442";"15443";"US";"Lincoln";"9532";"3818130245";"4056530368"
"15543";"15544";"US";"Salem";"2022";"7140570898";"7615130909"
"15644";"15645";"US";"Hartford";"8162";"8392860464";"0465740650"
"15745";"15746";"US";"Helena";"8410";"6469310722";"5101730702"
"15846";"15847";"US";"Frankfort";"1821";"9124460511";"0325570428"
"15947";"15948";"US";"Jackson";"7046";"8390900342";"5646480398"
"16048";"16049";"US";"Providence";"3418";"6003150737";"6785780380"
"16149";"16150";"US";"Concord";"4107";"7454290978";"1725000642"
"16250";"16251";"US";"Concord";"5585";"5934160170";"9404000078"
"16351";"16352";"US";"Pierre";"9895";"9600550827";"5728990928"
"16452";"16453";"US";"Springfield";"3447";"8517510368";"3772920113"
"16553";"16554";"US";"Helena";"3346";"9706930235";"7993070458"
"16654";"16655";"US";"Indianapolis";"5480";"1542660534";"4233190316"
"16755";"16756";"US";"Sacramento";"3860";"1188340387";"0360130366"
"16856";"16857";"US";"Des Moines";"9948";"0953070412";"4457300606"
"16957";"16958";"US";"Nashville";"2969";"2611260019";"0159880804"
"17058";"17059";"US";"Madison";"5426";"0385640436";"1199120941"
"17159";"17160";"US";"Charleston";"3337";"6494930647";"9795710392"
"17260";"17261";"US";"Lansing";"8898";"5359990665";"5914380891"
"17361";"17362";"US";"Salem";"7588";"4995020818";"6854950530"
"17462";"17463";"US";"Helena";"1941";"6912690976";"9506880319"
"17563";"17564";"US";"Boise";"6471";"7874620881";"9577420077"
"17664";"17665";"US";"Nashville";"3496";"9961300032";"4985630674"
"17765";"17766";"US";"Oklahoma City";"6850";"7367640772";"3007240889"
"17866";"17867";"US";"Sacramento";"4710";"1083390520";"3177660406"
"17967";"17968";"US";"Columbia";"5038";"5219600325";"0553060723"
"18068";"18069";"US";"Olympia";"4370";"0935320153";"6431830981"
"18169";"18170";"US";"Tallahassee";"8947";"6750770600";"6071520000"
"18270";"18271";"US";"Austin";"5414";"6286020947";"5398280021"
"18371";"18372";"US";"Helena";"5586";"7036720731";"1479100940"
"18472";"18473";"US";"Atlanta";"4023";"6500570268";"3648840050"
"18573";"18574";"US";"Saint Paul";"4380";"4051270792";"4857240550"
"18674";"18675";"US";"Lincoln";"2801";"9768680143";"5493160359"
"18775";"18776";"US";"Annapolis";"7823";"4026760183";"4035840984"
"18876";"18877";"US";"Boise";"7531";"3683120347";"1725770479"
"18977";"18978";"US";"Topeka";"3969";"3766780038";"0799960758"
"19078";"19079";"US";"Augusta";"3016";"5592920753";"8338840770"
"19179";"19180";"US";"Springfield";"3249";"5116210151";"0395010336"
"19280";"19281";"US";"Helena";"2501";"7436540458";"3285840623"
"19381";"19382";"US";"Denver";"7122";"6393700917";"1785130575"
"19482";"19483";"US";"Tallahassee";"4175";"0089890174";"6260990775"
"19583";"19584";"US";"Boise";"3054";"6051510804";"3239940537"
"19684";"19685";"US";"Boston";"3262";"2394230389";"6509550236"
"19785";"19786";"US";"Charleston";"8340";"3217710829";"8464570153"
"19886";"19887";"US";"Bismarck";"1185";"9718970802";"3513890335"
"19987";"19988";"US";"Charleston";"5245";"0465830568";"8338120270"
"20088";"20089";"US";"Annapolis";"7321";"7034350521";"5890450369"
"20189";"20190";"US";"Honolulu";"5986";"3586800178";"2995280542"
"20290";"20291";"US";"Concord";"1828";"1628970533";"3132440376"
"20391";"20392";"US";"Topeka";"9041";"3418360938";"9586410696"
"20492";"20493";"US";"Helena";"8064";"0357230949";"5413420514"
"20593";"20594";"US";"Salem";"4293";"4786790812";"0380840655"
"20694";"20695";"US";"Boise";"9079";"6491680507";"6426670556"
"20795";"20796";"US";"Oklahoma City";"4507";"7476040532";"6568590031"
"20896";"20897";"US";"Bismarck";"9700";"1095200856";"4175390001"
"20997";"20998";"US";"Tallahassee";"8632";"4319310701";"2295290474"
"21098";"21099";"US";"Topeka";"5684";"4018090104";"4848740288"
"21199";"21200";"US";"Providence";"9444";"1277860409";"4565530386"
"21300";"21301";"US";"Providence";"8468";"9395040134";"4598630641"
"21401";"21402";"US";"Salt Lake City";"5017";"4692380877";"3309480506"
"21502";"21503";"US";"Des Moines";"3986";"0836990194";"4442430008"
"21603";"21604";"US";"Salt Lake City";"9524";"0571600619";"7177820845"
"21704";"21705";"US";"Jefferson City";"3083";"1002860255";"3086440626"
"21805";"21806";"US";"Salt Lake City";"4876";"0843370616";"9730000496"
"21906";"21907";"US";"Oklahoma City";"7998";"0966150634";"2785160696"
"22007";"22008";"US";"Madison";"8682";"1843100020";"1260860800"
"22108";"22109";"US";"Frankfort";"7438";"3941470395";"3211470669"
"22209";"22210";"US";"Pierre";"2057";"9794560871";"0940510379"
"22310";"22311";"US";"Bismarck";"4729";"8765910012";"8362490649"
"22411";"22412";"US";"Dover";"9748";"8318080335";"4622540533"
"22512";"22513";"US";"Madison";"2553";"7750300805";"1396420405"
"22613";"22614";"US";"Saint Paul";"4097";"3091130962";"3125620494"
"22714";"22715";"US";"Oklahoma City";"2762";"4335360646";"2555080500"
"22815";"22816";"US";"Augusta";"6339";"8536320462";"5933310051"
"22916";"22917";"US";"Boston";"7778";"5097770432";"5057320031"
"23017";"23018";"US";"Lincoln";"2727";"1571690503";"5587290035"
"23118";"23119";"US";"Trenton";"1075";"1481000832";"3998260485"
"23219";"23220";"US";"Dover";"3995";"7458500030";"7348850166"
"23320";"23321";"US";"Phoenix";"1239";"6026200795";"3289290206"
"23421";"23422";"US";"Harrisburg";"9643";"2671290595";"9583710766"
"23522";"23523";"US";"Cheyenne";"5116";"8177820340";"5543990972"
"23623";"23624";"US";"Austin";"7568";"9965430215";"9535180832"
"23724";"23725";"US";"Cheyenne";"4539";"4659200102";"0054760194"
"23825";"23826";"US";"Harrisburg";"4512";"0276950251";"9610640976"
"23926";"23927";"US";"Providence";"9135";"9433000160";"3695360221"
"24027";"24028";"US";"Montpelier";"1857";"6979830796";"9246290724"
"24128";"24129";"US";"Columbus";"7714";"8291550624";"9874230261"
"24229";"24230";"US";"Concord";"2239";"6975650091";"7185320684"
"24330";"24331";"US";"Saint Paul";"7749";"2832030501";"0493620413"
"24431";"24432";"US";"Providence";"6500";"4000600462";"9334270072"
"24532";"24533";"US";"Helena";"4425";"9221600320";"5929550318"
"24633";"24634";"US";"Columbia";"5475";"8934900268";"7122830104"
"24734";"24735";"US";"Saint Paul";"9777";"6377360038";"7957640916"
"24835";"24836";"US";"Columbus";"7106";"2199590377";"1311910748"
"24936";"24937";"US";"Denver";"2412";"8816180705";"0799660821"
"25037";"25038";"US";"Denver";"4387";"3195700656";"6395000345"
"25138";"25139";"US";"Montpelier";"9308";"8989520408";"5025970808"
"25239";"25240";"US";"Nashville";"5648";"1900840986";"0427890591"
"25340";"25341";"US";"Helena";"9196";"4257960974";"9628800912"
"25441";"25442";"US";"Helena";"5664";"7448090287";"5401720377"
"25542";"25543";"US";"Lincoln";"4030";"3410790955";"6951270645"
"25643";"25644";"US";"Lansing";"1099";"8772380076";"3164330999"
"25744";"25745";"US";"Boston";"2027";"7745360373";"5767320817"
"25845";"25846";"US";"Baton Rouge";"9783";"2419160031";"1754900231"
"25946";"25947";"US";"Salt Lake City";"6803";"1691340734";"7247380483"
"26047";"26048";"US";"Tallahassee";"8317";"2290500084";"7336970755"
"26148";"26149";"US";"Harrisburg";"8082";"8134940822";"8994920490"
"26249";"26250";"US";"Salem";"8518";"6623570532";"6584760464"
"26350";"26351";"US";"Lincoln";"5487";"3097870750";"2098780148"
"26451";"26452";"US";"Honolulu";"7187";"6856480660";"4607770115"
"26552";"26553";"US";"Madison";"6920";"5176310788";"6146360510"
"26653";"26654";"US";"Carson City";"2711";"3716550394";"3358780862"
"26754";"26755";"US";"Annapolis";"6015";"4504710460";"7282600759"
"26855";"26856";"US";"Phoenix";"2005";"5305900470";"5550080137"
"26956";"26957";"US";"Lansing";"6179";"6189480406";"4299770225"
"27057";"27058";"US";"Jefferson City";"4274";"2269460617";"9143060402"
"27158";"27159";"US";"Oklahoma City";"5717";"3447550518";"7623130494"
"27259";"27260";"US";"Atlanta";"2118";"5030380265";"7216180266"
"27360";"27361";"US";"Trenton";"2528";"5224810848";"6467360149"
"27461";"27462";"US";"Salem";"4460";"8127760275";"8456150457"
"27562";"27563";"US";"Austin";"4899";"3459490774";"8868820613"
"27663";"27664";"US";"Austin";"4812";"6541850182";"3127510167"
"27764";"27765";"US";"Des Moines";"7866";"4805350951";"9768680608"
"27865";"27866";"US";"Boise";"7371";"9211560459";"9495500254"
"27966";"27967";"US";"Providence";"2666";"2059770519";"2131780730"
"28067";"28068";"US";"Albany";"7447";"4499350306";"5867230808"
"28168";"28169";"US";"Boston";"5770";"0051760087";"6066400632"
"28269";"28270";"US";"Trenton";"2723";"2808600454";"3006260585"
"28370";"28371";"US";"Bismarck";"3995";"1184820983";"0859790329"
"28471";"28472";"US";"Austin";"3847";"1268240485";"2155370794"
"28572";"28573";"US";"Tallahassee";"9201";"5459690280";"5184530105"
"28673";"28674";"US";"Saint Paul";"3858";"5419840179";"3532730761"
"28774";"28775";"US";"Sacramento";"2066";"0141980082";"0170760542"
"28875";"28876";"US";"Salt Lake City";"9938";"3032030380";"0336430945"
"28976";"28977";"US";"Cheyenne";"3449";"3989690586";"0569170157"
"29077";"29078";"US";"Providence";"7006";"5037380871";"3242200824"
"29178";"29179";"US";"Jefferson City";"7830";"0995620415";"8869810159"
"29279";"29280";"US";"Helena";"1634";"8346580783";"0469560137"
"29380";"29381";"US";"Hartford";"8335";"8809600711";"7441790810"
"29481";"29482";"US";"Richmond";"6800";"6005060014";"8211300002"
"29582";"29583";"US";"Pierre";"9841";"6575740511";"3778700909"
"29683";"29684";"US";"Montpelier";"7975";"9156940171";"6831150379"
"29784";"29785";"US";"Baton Rouge";"7663";"7499410882";"3514950878"
"29885";"29886";"US";"Boise";"5036";"6281440531";"7234930417"
"29986";"29987";"US";"Charleston";"8326";"0869190327";"6747870974"
"30087";"30088";"US";"Olympia";"8516";"4406570521";"3049940148"
"30188";"30189";"US";"Atlanta";"6916";"8708690970";"2110600104"
"30289";"30290";"US";"Dover";"3685";"7325310216";"3107630048"
"30390";"30391";"US";"Denver";"6513";"1983240994";"4030920761"
"30491";"30492";"US";"Carson City";"3963";"6089110362";"9564700970"
"30592";"30593";"US";"Saint Paul";"3210";"1356470865";"7890770565"
"30693";"30694";"US";"Oklahoma City";"9162";"6313750414";"6447420930"
"30794";"30795";"US";"Montgomery";"4206";"7571780813";"8231640924"
"30895";"30896";"US";"Sacramento";"8064";"7802660093";"3724310259"
"30996";"30997";"US";"Helena";"2492";"6323640094";"4980850309"
"31097";"31098";"US";"Denver";"2830";"1042580964";"1952190621"
"31198";"31199";"US";"Sacramento";"2609";"2793900506";"2683490634"
"31299";"31300";"US";"Santa Fe";"5740";"5866560536";"2320420392"
"31400";"31401";"US";"Augusta";"2993";"0647830694";"7695360258"
"31501";"31502";"US";"Pierre";"3768";"7189450376";"7278600904"
"31602";"31603";"US";"Columbia";"2401";"0715110708";"8431600096"
"31703";"31704";"US";"Tallahassee";"3481";"2790630748";"6642530048"
"31804";"31805";"US";"Hartford";"7923";"4170780337";"3656190347"
"31905";"31906";"US";"Atlanta";"7783";"8159300269";"4243450747"
"32006";"32007";"US";"Tallahassee";"4064";"5300920717";"3627290326"
"32107";"32108";"US";"Honolulu";"9978";"3426950083";"0025670787"
"32208";"32209";"US";"Trenton";"4426";"8818310698";"9493340923"
"32309";"32310";"US";"Montgomery";"9673";"7372420056";"2697520513"
"32410";"32411";"US";"Hartford";"1455";"6802990492";"5445040165"
"32511";"32512";"US";"Salem";"1012";"3494140496";"7870520887"
"32612";"32613";"US";"Santa Fe";"7780";"0172630080";"9048160392"
"32713";"32714";"US";"Richmond";"9738";"3114930878";"6762010414"
"32814";"32815";"US";"Richmond";"4632";"9737820898";"4512050554"
"32915";"32916";"US";"Little Rock";"3592";"0634080108";"0265990424"
"33016";"33017";"US";"Charleston";"8844";"1777260284";"3999150111"
"33117";"33118";"US";"Albany";"4542";"5781840787";"3707360223"
"33218";"33219";"US";"Jackson";"1932";"3297830203";"1870170053"
"33319";"33320";"US";"Charleston";"2344";"8001260013";"6954400606"
"33420";"33421";"US";"Carson City";"4760";"1724460733";"7050180533"
"33521";"33522";"US";"Hartford";"6931";"7812520184";"5164650229"
"33622";"33623";"US";"Boise";"5290";"4305040827";"8320460610"
"33723";"33724";"US";"Columbia";"1146";"0334470337";"4939070354"
"33824";"33825";"US";"Denver";"4904";"1935060842";"7621240608"
"33925";"33926";"US";"Little Rock";"5290";"5868750498";"0999500446"
"34026";"34027";"US";"Madison";"7821";"2667210337";"6420160586"
"34127";"34128";"US";"Salt Lake City";"6018";"2471110550";"8474480140"
"34228";"34229";"US";"Phoenix";"3085";"9760880642";"0011680423"
"34329";"34330";"US";"Lincoln";"6057";"5725240127";"5548400072"
"34430";"34431";"US";"Augusta";"6642";"9286480695";"4872190018"
"34531";"34532";"US";"Montpelier";"1259";"0463940022";"1698880066"
"34632";"34633";"US";"Pierre";"5995";"2269670651";"4056010099"
"34733";"34734";"US";"Harrisburg";"6487";"9602630619";"6447600195"
"34834";"34835";"US";"Lansing";"9946";"6490490756";"5467190148"
"34935";"34936";"US";"Boston";"8833";"5100350837";"3599380196"
"35036";"35037";"US";"Baton Rouge";"9911";"2822400997";"8312120939"
"35137";"35138";"US";"Indianapolis";"5665";"5923010106";"5954540753"
"35238";"35239";"US";"Sacramento";"1330";"1046070014";"2467970188"
"35339";"35340";"US";"Cheyenne";"6011";"8044130849";"5619670143"
"35440";"35441";"US";"Juneau";"6643";"0383240789";"5772000819"
"35541";"35542";"US";"Carson City";"8768";"1667930991";"4701660741"
"35642";"35643";"US";"Indianapolis";"5367";"9495330598";"4576550342"
"35743";"35744";"US";"Des Moines";"7252";"0309760991";"1670050899"
"35844";"35845";"US";"Harrisburg";"9736";"1111940738";"1975050839"
"35945";"35946";"US";"Charleston";"6575";"7148970882";"8032780671"
"36046";"36047";"US";"Jefferson City";"2435";"6174330520";"9343650075"
"36147";"36148";"US";"Hartford";"4349";"3339130840";"0710120919"
"36248";"36249";"US";"Indianapolis";"1917";"2598660033";"5693820212"
"36349";"36350";"US";"Sacramento";"2235";"3380670773";"4772040274"
"36450";"36451";"US";"Salem";"7790";"3594230176";"0100680638"
"36551";"36552";"US";"Concord";"7810";"2640840421";"1763860455"
"36652";"36653";"US";"Frankfort";"1801";"0541460460";"2152220415"
"36753";"36754";"US";"Denver";"4275";"1866120484";"8525200465"
"36854";"36855";"US";"Montpelier";"8890";"5454920084";"5374270834"
"36955";"36956";"US";"Dover";"9496";"3791970267";"1487300137"
"37056";"37057";"US";"Santa Fe";"6835";"7966100773";"8656320583"
"37157";"37158";"US";"Boston";"3867";"6884950342";"1513580549"
"37258";"37259";"US";"Raleigh";"3972";"1991160890";"0763230038"
"37359";"37360";"US";"Montgomery";"1515";"1012320733";"4228630806"
"37460";"37461";"US";"Oklahoma City";"1503";"6858500319";"2767590154"
"37561";"37562";"US";"Phoenix";"8335";"0353860117";"0840390676"
"37662";"37663";"US";"Baton Rouge";"6878";"8001240611";"3488090474"
"37763";"37764";"US";"Austin";"6352";"8221220550";"4530810600"
"37864";"37865";"US";"Atlanta";"3772";"2379580909";"3008610762"
"37965";"37966";"US";"Providence";"4923";"9119590206";"7289650554"
"38066";"38067";"US";"Jackson";"9127";"3228080132";"9163110728"
"38167";"38168";"US";"Baton Rouge";"1262";"2646760640";"2256730284"
"38268";"38269";"US";"Boston";"5795";"9592710940";"2001400388"
"38369";"38370";"US";"Oklahoma City";"7806";"4744520068";"6637500400"
"38470";"38471";"US";"Montpelier";"7245";"5302940955";"1330720521"
"38571";"38572";"US";"Concord";"6906";"0797570170";"0056820833"
"38672";"38673";"US";"Salt Lake City";"6863";"2593550766";"2188100751"
"38773";"38774";"US";"Carson City";"8352";"5894620907";"3456170156"
"38874";"38875";"US";"Sacramento";"5334";"5221490192";"3358590732"
"38975";"38976";"US";"Honolulu";"7235";"7147090865";"3479150268"
"39076";"39077";"US";"Tallahassee";"3599";"6232470322";"3934260956"
"39177";"39178";"US";"Augusta";"8634";"3079990609";"7380270942"
"39278";"39279";"US";"Springfield";"1902";"5252520818";"2819100666"
"39379";"39380";"US";"Charleston";"6636";"5100340568";"3472110736"
"39480";"39481";"US";"Harrisburg";"9414";"0319430995";"6264600388"
"39581";"39582";"US";"Charleston";"3195";"6017880926";"1965730766"
"39682";"39683";"US";"Annapolis";"5939";"9379040163";"8451340574"
"39783";"39784";"US";"Raleigh";"8312";"0613180048";"1479490844"
"39884";"39885";"US";"Concord";"4205";"6251400745";"0011210857"
"39985";"39986";"US";"Atlanta";"8058";"3398200909";"5901130479"
"40086";"40087";"US";"Montpelier";"1236";"6241900661";"9615620425"
"40187";"40188";"US";"Santa Fe";"3923";"8244100059";"6938160241"
"40288";"40289";"US";"Trenton";"3304";"6272200480";"3514370998"
"40389";"40390";"US";"Denver";"1993";"5261560594";"6911610988"
"40490";"40491";"US";"Juneau";"2966";"4606030848";"8140480928"
"40591";"40592";"US";"Saint Paul";"1473";"9698430653";"7378120454"
"40692";"40693";"US";"Bismarck";"2681";"5124950676";"0725750909"
"40793";"40794";"US";"Raleigh";"5024";"7789750935";"7955240709"
"40894";"40895";"US";"Nashville";"8508";"1238950607";"2822170798"
"40995";"40996";"US";"Augusta";"1449";"4895180734";"0925200968"
"41096";"41097";"US";"Boston";"7392";"4236920247";"1974180053"
"41197";"41198";"US";"Olympia";"6196";"0548800992";"6101880279"
"41298";"41299";"US";"Concord";"4522";"1392020667";"6286680281"
"41399";"41400";"US";"Dover";"2207";"5586270873";"1406160561"
"41500";"41501";"US";"Phoenix";"8280";"8446950673";"7063920401"
"41601";"41602";"US";"Trenton";"1586";"6414440361";"3784570512"
"41702";"41703";"US";"Topeka";"3271";"1774050350";"4444200921"
"41803";"41804";"US";"Pierre";"7610";"1338290366";"5816290883"
